洪水被害,こうずいひがい,
高速道路,こうそくどうろ,
高速道路ネットワーク,こうそくどうろねっとわーく,
高速バス,こうそくばす,
交通安全,こうつうあんぜん,
交通事故,こうつうじこ,
高等教育,こうとうきょういく,
鉱物学者,こうぶつがくしゃ,
コーヒーマシン,こーひーましん,
コーヒーメーカー,こーひーめーかー,
語学学校,ごがくがっこう,
語学習得,ごがくしゅうとく,
国際交流,こくさいこうりゅう,
国際法,こくさいほう,
国際問題,こくさいもんだい,
国民食,こくみんしょく,
国立公園,こくりつこうえん,
古代遺跡,こだいいせき,
古典文学,こてんぶんがく,
子供向け番組,こどもむけばんぐみ,
コンピューターグラフィックス,こんぴゅーたーぐらふぃっくす,
コンピュータサイエンス,こんぴゅーたさいえんす,
コンピュータネットワーク,こんぴゅーたねっとわーく,
サイエンスフィクション,さいえんすふぃくしょん,
災害対策,さいがいたいさく,
再生可能エネルギー,さいせいかのうえねるぎー,
財布,さいふ,
サッカーチーム,さっかーちーむ,
サマーキャンプ,さまーきゃんぷ,
サングラス,さんぐらす,
シーフード,しーふーど,
四角形,しかくけい,
四季,しき,
四季折々,しきおりおり,
地震計,じしんけい,
地震予知,じしんよち,
地震予報,じしんよほう,
自然科学,しぜんかがく,
自然環境,しぜんかんきょう,
自然災害,しぜんさいがい,
自然保護区,しぜんほごく,
持続可能性,じぞくかのうせい,
視聴者,しちょうしゃ,
自転車旅行,じてんしゃりょこう,
自動運転,じどううんてん,
自動車学校,じどうしゃがっこう,
自動車教習,じどうしゃきょうしゅう,
自動車事故,じどうしゃじこ,
自動販売機,じどうはんばいき,
児童文学,じどうぶんがく,
司法試験,しほうしけん,
市民権,しみんけん,
市民権運動,しみんけんうんどう,
地元産品,じもとさんぴん,
社会学,しゃかいがく,
社会学者,しゃかいがくしゃ,
社会活動,しゃかいかつどう,
社会福祉,しゃかいふくし,
社会保障,しゃかいほしょう,
社会保障制度,しゃかいほしょうせいど,
写真家,しゃしんか,
写真展,しゃしんてん,
住宅街,じゅうたくがい,
重力波,じゅうりょくは,
受験生,じゅけんせい,
手話,しゅわ,
手話通訳,しゅわつうやく,
省エネ設備,しょうえねせつび,
消火器,しょうかき,
常識人,じょうしきじん,
消費者,しょうひしゃ,
消費者行動,しょうひしゃこうどう,
消費者保護,しょうひしゃほご,
情報科学,じょうほうかがく,
消防署,しょうぼうしょ,
ショートケーキ,しょーとけーき,
職業訓練,しょくぎょうくんれん,
食事会,しょくじかい,
食事制限,しょくじせいげん,
食品衛生,しょくひんえいせい,
食品添加物,しょくひんてんかぶつ,
植物園,しょくぶつえん,
植物学者,しょくぶつがくしゃ,
ショッピングモール,しょっぴんぐもーる,
女優,じょゆう,
市立図書館,しりつとしょかん,
人工知能,じんこうちのう,
人口統計,じんこうとうけい,
人口問題,じんこうもんだい,
人事部長,じんじぶちょう,
身体検査,しんたいけんさ,
身体測定,しんたいそくてい,
身長計,しんちょうけい,
神秘主義,しんぴしゅぎ,
心理カウンセリング,しんりかうんせりんぐ,
人力車,じんりきしゃ,
水泳,すいえい,
水産業,すいさんぎょう,
水族館,すいぞくかん,
水曜日,すいようび,
スーパーマーケット,すーぱーまーけっと,
スタンドライト,すたんどらいと,
スポーツイベント,すぽーついべんと,
スポーツウェア,すぽーつうぇあ,
スポーツカー,すぽーつかー,
スポーツ心理学,すぽーつしんりがく,
スポーツドリンク,すぽーつどりんく,
スポーツマンシップ,すぽーつまんしっぷ,
スマートグリッド,すまーとぐりっど,
スマートシティ,すまーとしてぃ,
スマートフォン,すまーとふぉん,
生化学,せいかがく,
生態学者,せいたいがくしゃ,
生態系保護,せいたいけいほご,
製品安全性,せいひんあんぜんせい,
生物学,せいぶつがく,
生物学者,せいぶつがくしゃ,
生物多様性,せいぶつたようせい,
生命科学,せいめいかがく,
西洋美術,せいようびじゅつ,
世界遺産,せかいいさん,
石油精製,せきゆせいせい,
絶滅危惧種,ぜつめつきぐしゅ,
選挙権,せんきょけん,
全自動洗濯機,ぜんじどうせんたくき,
早期発見,そうきはっけん,
創業支援,そうぎょうしえん,
創作料理,そうさくりょうり,
ソーシャルネットワーク,そーしゃるねっとわーく,
素材科学,そざいかがく,
卒業式,そつぎょうしき,
体育祭,たいいくさい,
大学試験,だいがくしけん,
大学生,だいがくせい,
大気汚染,たいきおせん,
体操服,たいそうふく,
体調管理,たいちょうかんり,
台風接近,たいふうせっきん,
太平洋,たいへいよう,
ダイヤモンド,だいやもんど,
太陽系,たいようけい,
太陽電池,たいようでんち,
宅配便,たくはいびん,
地域活性化,ちいきかっせいか,
地域資源,ちいきしげん,
チェスボード,ちぇすぼーど,
地球温暖化,ちきゅうおんだんか,
地球科学,ちきゅうかがく,
地球環境,ちきゅうかんきょう,
地球物理学,ちきゅうぶつりがく,
チキンカレー,ちきんかれー,
チケット予約,ちけっとよやく,
地質学者,ちしつがくしゃ,
知的財産権,ちてきざいさんけん,
地方開発,ちほうかいはつ,
地方自治,ちほうじち,
地方自治体,ちほうじちたい,
長距離ランナー,ちょうきょりらんなー,
チョコレート,ちょこれーと,
通学路,つうがくろ,
低所得者,ていしょとくしゃ,
低炭素社会,ていたんそしゃかい,
データ分析,でーたぶんせき,
テーブルクロス,てーぶるくろす,
テクニカルライター,てくにかるらいたー,
テクノロジーアセスメント,てくのろじーあせすめんと,
デジタルカメラ,でじたるかめら,
デジタル時計,でじたるとけい,
デジタルマーケティング,でじたるまーけてぃんぐ,
鉄道駅,てつどうえき,
鉄道網,てつどうもう,
テレビゲーム,てれびげーむ,
テレビジョン,てれびじょん,
電気毛布,でんきもうふ,
電気料金,でんきりょうきん,
電子計算機,でんしけいさんき,
電子決済,でんしけっさい,
電子辞書,でんしじしょ,
電子書籍,でんししょせき,
電子ブック,でんしぶっく,
電子マネー,でんしまねー,
電子レンジ,でんしれんじ,
電動自転車,でんどうじてんしゃ,
伝統文化,でんとうぶんか,
電脳世界,でんのうせかい,
天文台,てんもんだい,
電話番号,でんわばんごう,
動物園,どうぶつえん,
道路標識,どうろひょうしき,
ドキュメンタリー,どきゅめんたりー,
ドキュメンタリー映画,どきゅめんたりーえいが,
特産品市場,とくさんひんいちば,
特殊効果,とくしゅこうか,
読書時間,どくしょじかん,
特定健康食品,とくていけんこうしょくひん,
特別教育,とくべつきょういく,
特別講演,とくべつこうえん,
都市開発,としかいはつ,
都市計画,としけいかく,
都市環境計画,としかんきょうけいかく,
図書館,としょかん,
図書館員,としょかんいん,
特許申請,とっきょしんせい,
ドライバー,どらいばー,
トラックドライバー,とらっくどらいばー,
トランプゲーム,とらんぷげーむ,
取扱説明書,とりあつかいせつめいしょ,
夏休み,なつやすみ,
二次元図形,にじげんずけい,
日本経済,にほんけいざい,
荷物検査,にもつけんさ,
人間学,にんげんがく,
人間関係,にんげんかんけい,
猫舌,ねこじた,
猫好き,ねこずき,
乗り換え,のりかえ,
パーソナルコンピュータ,ぱーそなるこんぴゅーた,
パーソナルトレーナー,ぱーそなるとれーなー,
バーベキュー,ばーべきゅー,
バーベキューセット,ばーべきゅーせっと,
ハイキング,はいきんぐ,
歯医者,はいしゃ,
バスケットボール,ばすけっとぼーる,
パスタソース,ぱすたそーす,
バス停,ばすてい,
パスポート,ぱすぽーと,
パソコン教室,ぱそこんきょうしつ,
花火大会,はなびたいかい,
母の日,ははのひ,
パラシュート,ぱらしゅーと,
番組制作,ばんぐみせいさく,
ハンドクリーム,はんどくりーむ,
ハンドボール,はんどぼーる,
ハンバーガーショップ,はんばーがーしょっぷ,
ビーチサンダル,びーちさんだる,
ビーチバレー,びーちばれー,
飛行機雲,ひこうきぐも,
飛行船,ひこうせん,
非再生可能エネルギー,ひさいせいかのうえねるぎー,
ビジネスクラス,びじねすくらす,
ビジネスマン,びじねすまん,
美術館,びじゅつかん,
非常口出口,ひじょうぐちでぐち,
非常食,ひじょうしょく,
ビデオカメラ,びでおかめら,
ビデオゲーム,びでおげーむ,
一人暮らし,ひとりぐらし,
非破壊検査,ひはかいけんさ,
美容院,びよういん,
病院食,びょういんしょく,
美容液,びようえき,
美容師,びようし,
美容室,びようしつ,
病理学者,びょうりがくしゃ,
ファッションデザイナー,ふぁっしょんでざいなー,
ファッションデザイン,ふぁっしょんでざいん,
フェンシング,ふぇんしんぐ,
物理学者,ぶつりがくしゃ,
ブラウザゲーム,ぶらうざげーむ,
ブラックホール,ぶらっくほーる,
プラネタリウム,ぷらねたりうむ,
フラワーアレンジメント,ふらわーあれんじめんと,
ブランコ,ぶらんこ,
ブランド戦略,ぶらんどせんりゃく,
フリーランサー,ふりーらんさー,
フリーランス,ふりーらんす,
フルーツバスケット,ふるーつばすけっと,
プレゼンテーション,ぷれぜんてーしょん,
ブロードウェイミュージカル,ぶろーどうぇいみゅーじかる,
プロジェクター,ぷろじぇくたー,
文化交流,ぶんかこうりゅう,
文化財保護,ぶんかざいほご,
文化資源,ぶんかしげん,
文具店,ぶんぐてん,
保育園,ほいくえん,
ボウリング,ぼうりんぐ,
ホームセキュリティ,ほーむせきゅりてぃ,
ポケットモンスター,ぽけっともんすたー,
保護猫,ほごねこ,
保湿クリーム,ほしつくりーむ,
ポストカード,ぽすとかーど,
本棚,ほんだな,
マーケットシェア,まーけっとしゃあ,
マーケットリサーチ,まーけっとりさーち,
マイクロ波,まいくろは,
漫画家,まんがか,
マンション,まんしょん,
水資源管理,みずしげんかんり,
民族衣装,みんぞくいしょう,
無線通信,むせんつうしん,
無料体験,むりょうたいけん,
メガネチェーン,めがねちぇーん,
眼鏡店,めがねてん,
メガネフレーム,めがねふれーむ,
眼鏡補正,めがねほせい,
メディアアート,めでぃああーと,
メンタルヘルス,めんたるへるす,
野球選手,やきゅうせんしゅ,
薬物依存,やくぶついぞん,
野生生物保護,やせいせいぶつほご,
遊園地,ゆうえんち,
有機農業,ゆうきのうぎょう,
友情,ゆうじょう,
ユースホステル,ゆーすほすてる,
郵便局,ゆうびんきょく,
ラーメン屋,らーめんや,
ラジオ放送,らじおほうそう,
立体駐車場,りったいちゅうしゃじょう,
リモートコントロール,りもーとこんとろーる,
留学経験,りゅうがくけいけん,
留学生,りゅうがくせい,
料理番組,りょうりばんぐみ,
旅行会社,りょこうがいしゃ,
旅行保険,りょこうほけん,
冷蔵庫,れいぞうこ,
冷凍食品,れいとうしょくひん,
冷房装置,れいぼうそうち,
レーザーポインター,れーざーぽいんたー,
レースカーテン,れーすかーてん,
歴史学者,れきしがくしゃ,
恋愛映画,れんあいえいが,
ローカル線,ろーかるせん,
ロボット工学,ろぼっとこうがく,
ワンピース,わんぴーす,
洗濯物,せんたくもの,
取引先,とりひきさき,
交通標識,こうつうひょうしき,
資料室,しりょうしつ,
洗面所,せんめんじょ,
歯科医院,しかいいん,
ドライフルーツ,どらいふるーつ,
野菜炒め,やさいいため,
便利店,べんりてん,
化粧品,けしょうひん,
自転車道,じてんしゃどう,
横断歩道,おうだんほどう,
バレーボール,ばれーぼーる,
サイクリング,さいくりんぐ,
ソフトドリンク,そふとどりんく,
歴史教科書,れきしかきょうかしょ,
創業者,そうぎょうしゃ,
作業員,さぎょういん,
空調機,くうちょうき,
運動靴,うんどうぐつ,
地下鉄,ちかてつ,
気象予報,きしょうよほう,
調理器具,ちょうりきぐ,
外食産業,がいしょくさんぎょう,
軽自動車,けいじどうしゃ,
耐震設計,たいしんせっけい,
大統領,だいとうりょう,
建築家,けんちくか,
経済学,けいざいがく,
知識経済,ちしきけいざい,
ソーシャルメディア,そーしゃるめでぃあ,
美術家,びじゅつか,
スポーツクラブ,すぽーつくらぶ,
古本屋,ふるほんや,
化学者,かがくしゃ,
星座図,せいざず,
教育学,きょういくがく,
ソフトウェア,そふとうぇあ,
ウェアハウス,うぇあはうす,
コンピューター,こんぴゅーたー,
家族旅行,かぞくりょこう,
動物学者,どうぶつがくしゃ,
アンティーク,あんてぃーく,
ダイエット,だいえっと,
コンテナ船,こんてなせん,
太陽光発電,たいようこうはつでん,
消防士,しょうぼうし,
文化祭,ぶんかさい,
学校給食,がっこうきゅうしょく,
医療機器,いりょうきき,
神経科学,しんけいかがく,
クリエイティブ,くりえいてぃぶ,
サイエンス,さいえんす,
メディアコンテンツ,めでぃあこんてんつ,
芸術家,げいじゅつか,
スポーツ選手,すぽーつせんしゅ,
地元産業,じもとさんぎょう,
観光客,かんこうきゃく,
環境問題,かんきょうもんだい,
美容整形,びようせいけい,
大統領選挙,だいとうりょうせんきょ,
救急車,きゅうきゅうしゃ,
教育機関,きょういくきかん,
医学部,いがくぶ,
自転車,じてんしゃ,
新聞社,しんぶんしゃ,
乾電池,かんでんち,
パソコン,ぱそこん,
食料品,しょくりょうひん,
海水浴,かいすいよく,
旅行代理店,りょこうだいりてん,
カレーライス,かれーらいす,
スポーツジム,すぽーつじむ,
体育館,たいいくかん,
天文学者,てんもんがくしゃ,
海洋生物,かいようせいぶつ,
芸術祭,げいじゅつさい,
歌舞伎劇,かぶきげき,
薬学部,やくがくぶ,
宗教学者,しゅうきょうがくしゃ,
地理学者,ちりがくしゃ,
基礎科学,きそかがく,
映画監督,えいがかんとく,
料理店,りょうりてん,
経済分析,けいざいぶんせき,
化学反応,かがくはんのう,
電子工学,でんしこうがく,
音楽教育,おんがくきょういく,
美術教育,びじゅつきょういく,
電力会社,でんりょくがいしゃ,
音響設備,おんきょうせつび,
建築物理,けんちくぶつり,
コンピュータ,こんぴゅーた,
家庭医療,かていいりょう,
生物工学,せいぶつこうがく,
美術評論,びじゅつひょうろん,
家具店,かぐてん,
スポーツ用品,すぽーつようひん,
遺伝学者,いでんがくしゃ,
動物保護,どうぶつほご,
飛行機,ひこうき,
宇宙物理,うちゅうぶつり,
公園管理,こうえんかんり,
自然保護,しぜんほご,
映画製作,えいがせいさく,
文学賞,ぶんがくしょう,
折り畳み傘,おりたたみがさ,
環境保護,かんきょうほご,
宇宙科学,うちゅうかがく,
工芸家,こうげいか,
生態系,せいたいけい,
演劇学,えんげきがく,
理学療法,りがくりょうほう,
保健所,ほけんじょ,
保育士,ほいくし,
休日旅行,きゅうじつりょこう,
手紙,てがみ,
折り紙,おりがみ,
地理学,ちりがく,
基本教育,きほんきょういく,
火力発電,かりょくはつでん,
電脳空間,でんのうくうかん,
工学部,こうがくぶ,
音響効果,おんきょうこうか,
記憶装置,きおくそうち,
量子力学,りょうしりきがく,
サラリーマン,さらりーまん,
標準語,ひょうじゅんご,
海洋学,かいようがく,
通信網,つうしんもう,
電子商取引,でんししょうとりひき,
化学工業,かがくこうぎょう,
精神分析,せいしんぶんせき,
化学療法,かがくりょうほう,
大気圏,たいきけん,
海洋学者,かいようがくしゃ,
理学部,りがくぶ,
人類学者,じんるいがくしゃ,
野生動物,やせいどうぶつ,
経済政策,けいざいせいさく,
石油会社,せきゆがいしゃ,
保護者,ほごしゃ,
音楽治療,おんがくちりょう,
音楽部,おんがくぶ,
理科教育,りかきょういく,
文化財,ぶんかざい,
物理化学,ぶつりかがく,
大学生活,だいがくせいかつ,
折り紙工作,おりがみこうさく,
教育方法,きょういくほうほう,
火力発電所,かりょくはつでんしょ,
チョコレートケーキ,ちょこれーとけーき,
物理実験,ぶつりじっけん,
海洋生態系,かいようせいたいけい,
バーベキューソース,ばーべきゅーそーす,
地球環境学,ちきゅうかんきょうがく,
野球試合,やきゅうしあい,
音響機器,おんきょうきき,
学習環境,がくしゅうかんきょう,
伝統芸能,でんとうげいのう,
公共図書館,こうきょうとしょかん,
自然環境保護,しぜんかんきょうほご,
美術展示会,びじゅつてんじかい,
環境政策,かんきょうせいさく,
宇宙科学者,うちゅうかがくしゃ,
チーズフォンデュ,ちーずふぉんでゅ,
語学教育,ごがくきょういく,
気候学者,きこうがくしゃ,
野生動物保護,やせいどうぶつほご,
学習教材,がくしゅうきょうざい,
社会制度,しゃかいせいど,
チョコレートバー,ちょこれーとばー,
化学実験,かがくじっけん,
絵本作家,えほんさっか,
映画祭,えいがさい,
音楽評論家,おんがくひょうろんか,
ピザデリバリー,ぴざでりばりー,
家具設計,かぐせっけい,
社会問題,しゃかいもんだい,
生物化学,せいぶつかがく,
絵本読み聞かせ,えほんよみきかせ,
社会心理学,しゃかいしんりがく,
チーズケーキ,ちーずけーき,
物理教育,ぶつりきょういく,
音楽コンサート,おんがくこんさーと,
学習効果,がくしゅうこうか,
演劇部,えんげきぶ,
パンケーキ,ぱんけーき,
体育教育,たいいくきょういく,
絵画教室,かいがきょうしつ,
石油エネルギー,せきゆえねるぎー,
国際政策,こくさいせいさく,
肩たたき,かたたたき,
学習塾,がくしゅうじゅく,
絵画作家,かいがさっか,
野球チーム,やきゅうちーむ,
パソコンゲーム,ぱそこんげーむ,
社会科学,しゃかいかがく,
自動車工業,じどうしゃこうぎょう,
原子力エネルギー,げんしりょくえねるぎー,
